,Unnamed: 0,song name,song singer,song country,song country capital,event year,event country,song lyrics,song music,count participant in the event,amount of participant until this year,victories until this year,number song semi final,place semi final,score semi final,higher point in semi final,smaller point in_semi final,count country semi final,count country vote semi final,count country given semi final,day in week semi final,was in final or not,number song final,place final,score final,higher point in final,smaller point in final,count country final,count country vote final,count country given final,day in week final,song broadcaster,perform on internet,count music,count lyrics,until now be in final,win year before,reached the winning trio
413,413,Thunder And Lightning,Vukašin Brajić,Bosnia & Herzegovina,Sarajevo,2010,Oslo,Dino Šaran,Dino Šaran,39,15,0,8,8,59,12,1,17,11,10,Tuesday,1,6,17,51,12,4,25,7,10,Saturday,BHRT,1,1,1,15,0,0
414,414,Angel Si Ti,Miro,Bulgaria,Sofia,2010,Oslo,Miroslav Kostadinov,Miroslav Kostadinov,39,5,0,13,15,19,7,1,17,4,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Bâlgarska Nationalna Televiizija,1,1,1,1,0,0
415,415,Lako Je Sve,Feminnem,Croatia,Zagreb,2010,Oslo,"Neda Parmać, Pamela Ramljak",Branimir Mihaljević,39,17,0,15,13,33,12,1,17,7,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Hrvatska Radiotelevizija,1,1,2,16,0,0
416,416,Life Looks Better In Spring,Jon Lilygreen & The Islanders,Cyprus,Nicosia,2010,Oslo,Nasos Lambrianides,"Nasos Lambrianides, Melis Konstantinou",39,27,0,14,10,67,12,3,17,11,10,Thursday,1,5,21,27,12,1,25,7,10,Saturday,Cyprus Broadcasting Corporation,1,2,1,23,0,0
417,417,In A Moment Like This,Chanée & N'evergreen,Denmark,Copenhagen,2010,Oslo,"Thomas G:son, Henrik Sethsson & Erik Bernholm","Thomas G:son, Henrik Sethsson & Erik Bernholm",39,38,2,4,5,101,12,2,17,17,10,Thursday,1,25,4,149,12,1,25,25,10,Saturday,Danmarks Radio,1,2,2,36,0,0
418,418,Siren,Malcolm Lincoln,Estonia,Tallinn,2010,Oslo,Robin Juhkental,Robin Juhkental,39,15,1,3,14,39,12,1,17,9,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Estonian Public Broadcasting,1,1,1,10,0,0
419,419,Työlki Ellää,Kuunkuiskaajat,Finland,Helsinki,2010,Oslo,Timo Kiiskinen,Timo Kiiskinen,39,43,1,5,11,49,10,1,17,11,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Yleisradio,1,1,1,41,0,0
420,420,Allez Ola Olé,Jessy Matador,France,Paris,2010,Oslo,H.Ducamin & J.Ballue,H.Ducamin & J.Ballue,39,53,5,-,-,-,-,-,-,-,-,-,1,18,12,82,8,1,25,20,10,Saturday,France 3,1,1,1,51,0,0
421,421,Shine,Sofia Nizharadze,Georgia,Tbilisi,2010,Oslo,"Hanne Sorvaag, Harry Sommerdahl & Christian Leuzzi","Hanne Sorvaag, Harry Sommerdahl & Christian Leuzzi",39,2,0,16,3,106,12,1,17,16,10,Thursday,1,13,9,136,12,1,25,25,10,Saturday,Georgian Public Broadcasting,1,2,2,2,0,0
422,422,Satellite,Lena,Germany,Berlin,2010,Oslo,Julie Frost,Julie Frost & John Gordon,39,54,1,-,-,-,-,-,-,-,-,-,1,22,1,246,12,1,25,33,10,Saturday,Norddeutscher Rundfunk,1,1,1,52,0,1
423,423,OPA,Giorgos Alkaios & Friends,Greece,Athens,2010,Oslo,Giannis Antoniou & Friends,Giorgos Alkaios,39,30,1,13,2,133,10,2,17,18,10,Tuesday,1,11,8,140,12,1,25,21,10,Saturday,Elliniki Radiophonia Tileorassi,1,1,1,30,0,0
424,424,Je Ne Sais Quoi,Hera Björk,Iceland,Reykjavik,2010,Oslo,Örlygur Smári & Hera Björk,Örlygur Smári & Hera Björk,39,22,0,17,3,123,12,1,17,18,10,Tuesday,1,16,19,41,8,2,25,9,10,Saturday,Ríkisútvarpið,1,1,1,19,0,0
425,425,It's For You,Niamh Kavanagh,Ireland,Dublin,2010,Oslo,"Niall Mooney, Mårten Eriksson, Jonas Gladnikoff & Lina Eriksson","Niall Mooney, Mårten Eriksson, Jonas Gladnikoff & Lina Eriksson",39,43,7,12,9,67,12,1,17,13,10,Thursday,1,10,23,25,7,1,25,7,10,Saturday,Radio Telefís Éireann,1,3,3,40,0,0
426,426,Milim,Harel Skaat,Israel,Jerusalem,2010,Oslo,Noam Horev,Tomer Adaddi,39,32,3,3,8,71,12,1,17,12,10,Thursday,1,24,14,71,10,1,25,15,10,Saturday,IBA,1,1,1,30,0,0
427,427,What For?,Aisha,Latvia,Riga,2010,Oslo,Guntars Racs,Janis Lusens,39,10,1,6,17,11,6,5,17,2,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Latvijas Televīzija,1,1,1,8,0,0
428,428,Eastern European Funk,InCulto,Lithuania,Vilnius,2010,Oslo,InCulto,InCulto,39,10,0,1,12,44,12,1,17,10,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Lietuvos Nacionalinis Radijas ir Televizija,1,1,1,7,0,0
429,429,My Dream,Thea Garrett,Malta,Valletta,2010,Oslo,Sunny Aquilina,Jason Cassar,39,22,0,11,12,45,12,1,17,13,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Public Broadcasting Service of Malta,1,1,1,20,0,0
430,430,Run Away,Sunstroke Project & Olia Tira,Moldova,Chișinău,2010,Oslo,Alina Galetskaya,Anton Ragoza & Sergey Stepanov,39,5,0,1,10,52,10,1,17,10,10,Tuesday,1,4,22,27,10,1,25,5,10,Saturday,Teleradio-Moldova,1,1,1,4,0,0
431,431,Ik Ben Verliefd (Sha-la-lie),Sieneke,Netherlands,Amsterdam,2010,Oslo,Pierre Kartner,Pierre Kartner,39,51,4,9,14,29,6,1,17,9,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,TROS,1,1,1,44,0,0
432,432,Jas Ja Imam Silata,Gjoko Taneski,North Macedonia,Skopje,2010,Oslo,Kristijan Gabroski,Kristijan Gabroski,39,9,0,15,15,37,12,1,17,7,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Makedonska Radio Televizija,1,1,1,7,0,0
433,433,My Heart Is Yours,Didrik Solli-Tangen,Norway,Oslo,2010,Oslo,Hanne Sørvaag & Fredrik Kempe,Hanne Sørvaag & Fredrik Kempe,39,48,3,-,-,-,-,-,-,-,-,-,1,3,20,35,7,2,25,9,10,Saturday,Norsk rikskringkasting,1,1,1,47,1,0
434,434,Legenda,Marcin Mroziński,Poland,Warsaw,2010,Oslo,Marcin Mroziński,Marcin Nierubiec,39,14,0,9,13,44,7,2,17,9,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Telewizja Polska,1,1,1,10,0,0
435,435,Há Dias Assim,Filipa Azevedo,Portugal,Lisbon,2010,Oslo,Augusto Madureira,Augusto Madureira,39,43,0,14,4,89,12,2,17,16,10,Tuesday,1,23,18,43,8,1,25,10,10,Saturday,Radiotelevisão Portuguesa,1,1,1,39,0,0
436,436,Playing With Fire,Paula Seling & Ovi,Romania,Bucharest,2010,Oslo,Ovidiu Cernăuțeanu,Ovidiu Cernăuțeanu,39,11,0,10,4,104,12,3,17,17,10,Thursday,1,19,3,162,12,1,25,29,10,Saturday,Televiziunea Română,1,1,1,11,0,1
437,437,Lost And Forgotten,Peter Nalitch & Friends,Russia,Moscow,2010,Oslo,Peter Nalitch,Peter Nalitch,39,13,1,2,7,74,12,1,17,13,10,Tuesday,1,20,11,90,12,2,25,12,10,Saturday,Телеканал Россия,1,1,1,13,0,0
438,438,Ovo Je Balkan,Milan Stanković,Serbia,Belgrade,2010,Oslo,"Goran Bregović, Marina Tucaković & Ljiljana Jorgovanović",Goran Bregović,39,3,1,7,5,79,12,1,17,15,10,Tuesday,1,8,13,72,12,1,25,11,10,Saturday,Radiotelevizija Srbije,1,1,2,2,0,0
439,439,Horehronie,Kristina Pelakova,Slovakia,Bratislava,2010,Oslo,Kamil Peteraj,Martin Kavulic,39,4,0,4,16,24,6,1,17,6,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,STV,1,1,1,3,0,0
440,440,Narodnozabavni Rock,Ansambel Žlindra & Kalamari,Slovenia,Ljubljana,2010,Oslo,Leon Oblak,Marino Legovič,39,15,0,11,16,6,5,1,17,2,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Radiotelevizija Slovenija,1,1,1,10,0,0
441,441,Algo Pequeñito (Something Tiny),Daniel Diges,Spain,Madrid,2010,Oslo,"Jesús Cañadilla, Luis Miguel de la Varga, Alberto Jodar, Daniel Diges","Jesús Cañadilla, Luis Miguel de la Varga, Alberto Jodar, Daniel Diges",39,49,2,-,-,-,-,-,-,-,-,-,1,2,15,68,12,1,25,15,10,Saturday,Televisión Española,1,4,4,49,0,0
442,442,This Is My Life,Anna Bergendahl,Sweden,Stockholm,2010,Oslo,Kristian Lagerström,Bobby Ljunggren,39,49,4,6,11,62,12,1,17,13,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Sveriges Television,1,1,1,49,0,0
443,443,Il Pleut de L'Or,Michael von der Heide,Switzerland,Bern,2010,Oslo,"Michael von der Heide, Heike Kospach, André Grüter","Michael von der Heide, Pele Loriano",39,51,2,5,17,2,2,2,17,1,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,1,2,3,45,0,0
444,444,We Could Be The Same,maNga,Turkey,Ankara,2010,Oslo,"Evren Özdemir, maNga, Fiona Movery Akıncı",maNga,39,31,1,17,1,118,12,1,17,15,10,Thursday,1,14,2,170,12,1,25,26,10,Saturday,TRT,1,1,3,31,0,1
445,445,Sweet People,Alyosha,Ukraine,Kyiv,2010,Oslo,Olena Kucher,"Olena Kucher, Borys Kukoba & Vadim Lisitsa",39,7,1,8,7,77,10,1,17,16,10,Thursday,1,17,10,108,10,1,25,18,10,Saturday,NTU,1,2,1,7,0,0
446,446,That Sounds Good To Me,Josh,United Kingdom,London,2010,Oslo,"Pete Waterman, Mike Stock, Steve Crosby","Pete Waterman, Mike Stock, Steve Crosby",39,52,5,-,-,-,-,-,-,-,-,-,1,12,25,10,4,1,25,4,10,Saturday,British Broadcasting Corporation,1,3,3,52,0,0
447,447,Carry Me In Your Dreams,Kejsi Tola,Albania,Tirana,2009,Moscow,Agim Doçi,Edmond Zhulali,42,5,0,16,7,73,10,1,19,14,10,Thursday,1,19,17,48,10,1,25,10,10,Saturday,Radio Televizioni Shqiptar,0,1,1,3,0,0
448,448,La Teva Decisió (Get A Life),Susanne Georgi,Andorra,Andorra la Vella,2009,Moscow,"Rune Braager, Lene Dissing, Marcus Winther-John, Pernille Georgi and Susanne Georgi, lyrics in Catalan: Josep Roca Vila","Rune Braager, Lene Dissing, Marcus Winther-John, Pernille Georgi, Susanne Georgi",42,5,0,7,15,8,4,1,18,3,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,RTVA,1,5,5,0,0,0
449,449,Jan Jan,Inga & Anush,Armenia,Yerevan,2009,Moscow,Vardan Zadoyan & Avet Barseghyan,Mane Hakobyan,42,3,0,6,5,99,12,1,18,16,10,Tuesday,1,9,10,92,12,1,25,20,10,Saturday,Hayastani Hanrayin herrustaynkerut’yun,1,1,1,3,0,0
450,450,Always,AySel & Arash,Azerbaijan,Baku,2009,Moscow,"Arash Labaf, Robert Uhlmann, Elin Wrethov, Anderz Wrethov","Arash Labaf, Robert Uhlmann, Johan Bejerholm, Marcus Englof, Alex Papaconstantinou",42,1,0,12,2,180,12,6,19,20,10,Thursday,1,11,3,207,12,1,25,34,10,Saturday,İctimai Televiziya və Radio Yayımları Şirkəti,1,5,4,1,0,1
451,451,Eyes That Never Lie,Petr Elfimov,Belarus,Minsk,2009,Moscow,Valery Prokhozhy,Petr Elfimov,42,5,0,4,13,25,6,1,18,10,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Belaruskaja Tele-Radio Campanija,1,1,1,1,0,0
452,452,Copycat,Copycat,Belgium,Brussels,2009,Moscow,Jacques Duvall,Benjamin Schoos,42,51,1,3,17,1,1,1,18,1,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Radio télévision belge de la communauté française,1,1,1,45,0,0
453,453,Bistra Voda,Regina,Bosnia & Herzegovina,Sarajevo,2009,Moscow,Aleksandar Čović,Aleksandar Čović,42,14,0,18,3,125,12,3,18,18,10,Tuesday,1,12,9,106,12,2,25,16,10,Saturday,BHRT,1,1,1,14,0,0
454,454,Illusion,Krassimir Avramov,Bulgaria,Sofia,2009,Moscow,"Krassimir Avramov, William Tabanau, Casie Tabanau","Krassimir Avramov, William Tabanau",42,4,0,11,16,7,5,2,18,2,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Bâlgarska Nationalna Televiizija,1,2,3,1,0,0
455,455,Lijepa Tena,Igor Cukrov feat. Andrea,Croatia,Zagreb,2009,Moscow,Vjekoslava Huljić,Tonči Huljić,42,16,0,1,13,33,12,1,19,8,10,Thursday,1,5,18,45,12,1,25,9,10,Saturday,Hrvatska Radiotelevizija,1,1,1,15,0,0
456,456,Firefly,Christina Metaxa,Cyprus,Nicosia,2009,Moscow,Nikolas Metaxas,Nikolas Metaxas,42,26,0,7,14,32,12,1,19,8,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Cyprus Broadcasting Corporation,1,1,1,23,0,0
457,457,Aven Romale,Gipsy.cz,Czech Republic,Prague,2009,Moscow,Radoslav „Gipsy“ Banga,Radoslav „Gipsy“ Banga,42,2,0,2,18,0,0,0,18,0,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Ceská Televize,1,1,1,0,0,0
458,458,Believe Again,Brinck,Denmark,Copenhagen,2009,Moscow,"Lars Halvor Jensen, Martin Michael Larsson, Ronan Keating","Lars Halvor Jensen, Martin Michael Larsson, Ronan Keating",42,37,2,9,8,69,12,1,19,15,10,Thursday,1,16,13,74,8,1,25,16,10,Saturday,Danmarks Radio,1,3,3,35,0,0
459,459,Rändajad,Urban Symphony,Estonia,Tallinn,2009,Moscow,Sven Lõhmus,Sven Lõhmus,42,14,1,18,3,115,12,1,19,20,10,Thursday,1,15,6,129,12,1,25,20,10,Saturday,Estonian Public Broadcasting,1,1,1,9,0,0
460,460,Lose Control,Waldo's People,Finland,Helsinki,2009,Moscow,"Waldo, A. Lehtonen, Karima, A. Kratz Gutå","A. Lehtonen, Karima",42,42,1,15,12,42,12,1,18,9,10,Tuesday,1,24,25,22,8,3,25,5,10,Saturday,Yleisradio,1,2,4,40,0,0
461,461,Et S'il Fallait Le Faire,Patricia Kaas,France,Paris,2009,Moscow,Anse Lazio,Fred Blondin,42,52,5,-,-,-,-,-,-,-,-,-,1,3,8,107,10,1,25,25,10,Saturday,France 3,1,1,1,50,0,0
462,462,Miss Kiss Kiss Bang,Alex Swings Oscar Sings!,Germany,Berlin,2009,Moscow,"Alex Christensen, Steffen Haefeliger","Alex Christensen, Steffen Haefeliger",42,53,1,-,-,-,-,-,-,-,-,-,1,17,20,35,7,1,25,11,10,Saturday,Norddeutscher Rundfunk,1,2,2,51,0,0
463,463,This Is Our Night,Sakis Rouvas,Greece,Athens,2009,Moscow,Graig Porteils & Cameron Giles-Webb,Dimitris Kontopoulos,42,29,1,13,4,110,12,1,19,20,10,Thursday,1,8,7,120,12,1,25,21,10,Saturday,Elliniki Radiophonia Tileorassi,1,1,1,29,0,0
464,464,Dance With Me,Zoli Ádok,Hungary,Budapest,2009,Moscow,Kasai,Szabó Zé,42,7,0,11,15,16,8,2,19,4,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Magyar Televízió,1,1,1,6,0,0
465,465,Is It True?,Yohanna,Iceland,Reykjavik,2009,Moscow,"Óskar Páll Sveinsson, Chris Neil, Tinatin Japaridze","Óskar Páll Sveinsson, Chris Neil, Tinatin Japaridze",42,21,0,12,1,174,12,4,18,19,10,Tuesday,1,7,2,218,12,1,25,34,10,Saturday,Ríkisútvarpið,1,3,3,18,0,1
466,466,Et Cetera,Sinéad Mulvey & Black Daisy,Ireland,Dublin,2009,Moscow,"Niall Mooney, Jonas Gladnikoff, Daniele Moretti & Christina Schilling","Niall Mooney, Jonas Gladnikoff, Daniele Moretti & Christina Schilling",42,42,7,2,11,52,10,1,19,13,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Radio Telefís Éireann,1,3,3,40,0,0
467,467,There Must Be Another Way,Noa & Mira Awad,Israel,Jerusalem,2009,Moscow,"Noa, Mira Awad, Gil Dor","Noa, Mira Awad, Gil Dor",42,31,3,10,7,75,8,1,18,17,10,Tuesday,1,2,16,53,10,1,25,10,10,Saturday,IBA,1,3,3,29,0,0
468,468,Probka,Intars Busulis,Latvia,Riga,2009,Moscow,"Janis Elsbergs, Sergej Timofejev",Karlis Lacis,42,9,1,3,19,7,6,1,19,2,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Latvijas Televīzija,1,1,2,8,0,0
469,469,Love,Sasha Son,Lithuania,Vilnius,2009,Moscow,Dmitrij Šavrov (Sasha Son),Dmitrij Šavrov (Sasha Son),42,9,0,14,9,66,12,1,19,13,10,Thursday,1,1,23,23,7,1,25,7,10,Saturday,Lietuvos Nacionalinis Radijas ir Televizija,1,1,1,6,0,0
470,470,What If We,Chiara,Malta,Valletta,2009,Moscow,Gregory Bilsen,Marc Paelinck,42,21,0,17,6,86,10,1,18,17,10,Tuesday,1,14,22,31,7,1,25,9,10,Saturday,Public Broadcasting Service of Malta,1,1,1,19,0,0
471,471,Hora Din Moldova,Nelly Ciobanu,Moldova,Chișinău,2009,Moscow,Nelly Ciobanu,Veaceslav Daniliuc,42,4,0,15,5,106,10,2,19,18,10,Thursday,1,13,14,69,12,1,25,13,10,Saturday,Teleradio-Moldova,1,1,1,3,0,0
472,472,Just Get Out of My Life,Andrea Demirovic,Montenegro,Podgorica,2009,Moscow,Bernd Meinunger & Jose Juan Santana Rodriguez,Ralph Siegel,42,2,0,1,11,44,10,1,18,11,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,RTCG,1,1,1,0,0,0
473,473,Shine,The Toppers,Netherlands,Amsterdam,2009,Moscow,Gordon Heuckeroth,Gordon Heuckeroth,42,50,4,19,17,11,10,1,19,2,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Nederlandse Omroep Stichting,1,1,1,44,0,0
474,474,Neshto Shto Ke Ostane,Next Time,North Macedonia,Skopje,2009,Moscow,Elvir Mekic,Jovan Jovanov and Damjan Lazarov,42,8,0,13,10,45,10,2,18,7,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Makedonska Radio Televizija,1,1,1,7,0,0
475,475,Fairytale,Alexander Rybak,Norway,Oslo,2009,Moscow,Alexander Rybak,Alexander Rybak,42,47,2,6,1,201,12,3,19,21,10,Thursday,1,20,1,387,12,2,25,41,10,Saturday,Norsk rikskringkasting,1,1,1,46,0,1
476,476,I Don't Wanna Leave,Lidia Kopania,Poland,Warsaw,2009,Moscow,"Alex Geringas, Bernd Klimpel, Rike Boomgaarden, Dee Adam","Alex Geringas, Bernd Klimpel, Rike Boomgaarden, Dee Adam",42,13,0,5,12,43,10,1,19,12,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Telewizja Polska,1,4,4,10,0,0
477,477,Todas As Ruas Do Amor,Flor-de-lis,Portugal,Lisbon,2009,Moscow,Pedro Marques,"Pedro Marques, Paulo Pereira",42,42,0,16,8,70,12,2,18,13,10,Tuesday,1,6,15,57,10,1,25,10,10,Saturday,Radiotelevisão Portuguesa,1,2,1,38,0,0
478,478,The Balkan Girls,Elena,Romania,Bucharest,2009,Moscow,"Laurenţiu Duţă, Alexandru Pelin","Laurenţiu Duţă, Ovidiu Bistriceanu, Daris Mangal",42,10,0,14,9,67,10,1,18,15,10,Tuesday,1,22,19,40,12,2,25,9,10,Saturday,Televiziunea Română,1,3,2,10,0,0
479,479,Mamo,Anastasia Prikhodko,Russia,Moscow,2009,Moscow,"Konstantin Meladzé, Diana Golde",Konstantin Meladzé,42,12,1,-,-,-,-,-,-,-,-,-,1,10,11,91,12,1,25,14,10,Saturday,Channel One Russia,1,1,2,12,1,0
480,480,Cipela,Marko Kon & Milaan,Serbia,Belgrade,2009,Moscow,"Marko Kon, Aleksandar Kobac","Marko Kon, Aleksandar Kobac, Milan Nikolic",42,2,1,4,10,60,12,2,19,9,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Radiotelevizija Srbije,1,3,2,2,0,0
481,481,Leť Tmou,Kamil Mikulčík & Nela Pocisková,Slovakia,Bratislava,2009,Moscow,"Anna Žigová, Petronela Kolevská",Rastislav Dubovský,42,3,0,8,18,8,4,1,19,4,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,STV,1,1,2,3,0,0
482,482,Love Symphony,Quartissimo feat. Martina,Slovenia,Ljubljana,2009,Moscow,Andrej Babić,Andrej Babić,42,14,0,10,16,14,7,2,19,3,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Radiotelevizija Slovenija,1,1,1,10,0,0
483,483,La Noche Es Para Mí (The Night Is For Me),Soraya,Spain,Madrid,2009,Moscow,Felipe Pedroso,"Jason Gill, Dimitri Stassos, Irini Michas",42,48,2,-,-,-,-,-,-,-,-,-,1,25,24,23,12,1,25,4,10,Saturday,Televisión Española,1,3,1,48,0,0
484,484,La Voix,Malena Ernman,Sweden,Stockholm,2009,Moscow,Fredrik Kempe and Malena Ernman,Fredrik Kempe,42,48,4,5,4,105,10,3,18,17,10,Tuesday,1,4,21,33,7,1,25,9,10,Saturday,Sveriges Television,1,1,1,48,0,0
485,485,The Highest Heights,Lovebugs,Switzerland,Bern,2009,Moscow,"Adrian Sieber, Thomas Rechberger, Florian Senn, Lovebugs","Adrian Sieber, Thomas Rechberger, Florian Senn, Lovebugs",42,50,2,8,14,15,5,2,18,6,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,1,4,4,45,0,0
486,486,Düm Tek Tek,Hadise,Turkey,Ankara,2009,Moscow,"Sinan Akçıl, Hadise Açıkgöz, Stefaan Fernande",Sinan Akçıl,42,30,1,9,2,172,12,5,18,19,10,Tuesday,1,18,4,177,12,1,25,26,10,Saturday,TRT,1,1,3,30,0,0
487,487,Be my Valentine! (Anti-crisis Girl),Svetlana Loboda,Ukraine,Kyiv,2009,Moscow,Yevgeny Matyushenko,Svetlana Loboda,42,6,1,17,6,80,10,1,19,14,10,Thursday,1,21,12,76,10,1,25,16,10,Saturday,NTU,1,1,1,6,0,0
488,488,It's My Time,Jade Ewen,United Kingdom,London,2009,Moscow,Andrew Lloyd Webber and Diane Warren,Andrew Lloyd Webber and Diane Warren,42,51,5,-,-,-,-,-,-,-,-,-,1,23,5,173,12,1,25,31,10,Saturday,British Broadcasting Corporation,1,1,1,51,0,0
489,489,Zemrën E Lamë Peng,Olta Boka,Albania,Tirana,2008,Belgrade,Pandi Laço,Adrian Hila,43,4,0,6,9,67,12,1,19,12,10,Thursday,1,3,17,55,12,1,25,10,10,Saturday,Radio Televizioni Shqiptar,0,1,1,2,0,0
490,490,Casanova,Gisela,Andorra,Andorra la Vella,2008,Belgrade,Jordi Cubino,Jordi Cubino,43,4,0,12,16,22,12,1,19,6,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,RTVA,0,1,1,0,0,0
491,491,"Qele, Qele",Sirusho,Armenia,Yerevan,2008,Belgrade,Sirusho,H.A. Der-Hovagimian,43,2,0,14,2,139,12,2,19,19,10,Tuesday,1,5,4,199,12,1,25,27,10,Saturday,Hayastani Hanrayin herrustaynkerut’yun,0,1,1,2,0,0
492,492,Day After Day,Elnur & Samir,Azerbaijan,Baku,2008,Belgrade,Zahra Badalbeyli,Govher Hasanzadeh,43,0,0,7,6,96,10,2,19,16,10,Tuesday,1,20,8,132,12,1,25,21,10,Saturday,İctimai Televiziya və Radio Yayımları Şirkəti,0,1,1,0,0,0
493,493,Hasta La Vista,Ruslan Alehno,Belarus,Minsk,2008,Belgrade,Eleonora Melnik,Taras Demchuk,43,4,0,9,17,27,10,2,19,5,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Belaruskaja Tele-Radio Campanija,0,1,1,1,0,0
494,494,O Julissi,Ishtar,Belgium,Brussels,2008,Belgrade,Michel Vangheluwe,Michel Vangheluwe,43,50,1,6,17,16,10,6,19,2,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Vlaamse Radio- en Televisieomroep,0,1,1,45,0,0
495,495,Pokušaj,Laka,Bosnia & Herzegovina,Sarajevo,2008,Belgrade,Elvir Lakovic Laka,Elvir Lakovic Laka,43,13,0,13,9,72,12,1,19,10,10,Tuesday,1,6,10,110,12,1,25,17,10,Saturday,BHRT,0,1,1,13,0,0
496,496,"DJ, Take Me Away",Deep Zone & Balthazar,Bulgaria,Sofia,2008,Belgrade,Dian Savov,Dian Savov,43,3,0,12,12,56,8,1,19,15,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Bâlgarska Nationalna Televiizija,0,1,1,1,0,0
497,497,Romanca,Kraljevi Ulice & 75 Cents,Croatia,Zagreb,2008,Belgrade,Miran Hadži Veljković,Miran Hadži Veljković,43,15,0,11,4,112,10,2,19,19,10,Thursday,1,9,21,44,10,1,25,14,10,Saturday,Hrvatska Radiotelevizija,0,1,1,14,0,0
498,498,Femme Fatale,Evdokia Kadi,Cyprus,Nicosia,2008,Belgrade,Vangelis Evangelou,Nicos Evagelou,43,25,0,17,15,36,12,1,19,8,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Cyprus Broadcasting Corporation,0,1,1,23,0,0
499,499,Have Some Fun,Tereza Kerndlová,Czech Republic,Prague,2008,Belgrade,Gordon Pogoda,Gordon Pogoda & Stano Simor,43,1,0,8,18,9,5,1,19,4,10,Thursday,0,-,-,-,-,-,-,-,10,Saturday,Ceská Televize,0,1,1,0,0,0
500,500,All Night Long,Simon Mathew,Denmark,Copenhagen,2008,Belgrade,"Jacob Launbjerg, Svend Gudiksen & Nis Bøgvad","Jacob Launbjerg, Svend Gudiksen & Nis Bøgvad",43,36,2,13,3,112,12,1,19,19,10,Thursday,1,16,15,60,12,1,25,13,10,Saturday,Danmarks Radio,0,2,2,34,0,0
501,501,Leto Svet,Kreisiraadio,Estonia,Tallinn,2008,Belgrade,"Priit Pajusaar, Glen Pilvre, Peeter Oja, Hannes Võrno & Tarmo Leinatamm","Priit Pajusaar, Glen Pilvre, Peeter Oja, Hannes Võrno & Tarmo Leinatamm",43,13,1,3,18,8,7,1,19,2,10,Tuesday,0,-,-,-,-,-,-,-,10,Saturday,Estonian Public Broadcasting,0,4,4,9,0,0
502,502,Missä Miehet Ratsastaa,Teräsbetoni,Finland,Helsinki,2008,Belgrade,J. Ahola,J. Ahola,43,41,1,16,8,79,12,1,19,15,10,Tuesday,1,8,22,35,10,1,25,7,10,Saturday,Yleisradio,0,1,1,39,0,0
503,503,Divine,Sébastien Tellier,France,Paris,2008,Belgrade,Sebastien Tellier / Amandine de La Richardière,Sebastien Tellier,43,51,5,-,-,-,-,-,-,-,-,-,1,19,19,47,8,1,25,12,10,Saturday,France 3,0,1,1,49,0,0
504,504,Peace Will Come,Diana Gurtskaya,Georgia,Tbilisi,2008,Belgrade,Karen Kavaleryan,Kim Breitburg,43,1,0,14,5,107,12,1,19,15,10,Thursday,1,17,11,83,10,1,25,16,10,Saturday,Georgian Public Broadcasting,0,1,1,1,0,0
505,505,Disappear,No Angels,Germany,Berlin,2008,Belgrade,"Remee, Hanne Sorvaag & Thomas Troelsen","Remee, Hanne Sorvaag & Thomas Troelsen",43,52,1,-,-,-,-,-,-,-,-,-,1,4,23,14,12,2,25,2,10,Saturday,Norddeutscher Rundfunk,0,2,2,50,0,0
